id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
3035,"['Its' 'service' 'is' 'being' 'introduced' 'in' 'selected' 'markets'
 'across' 'the' 'United' 'States' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O']",Its service is being introduced in selected markets across the United States .,"['Its(O)', 'service(O)', 'is(O)', 'being(O)', 'introduced(O)', 'in(O)', 'selected(O)', 'markets(O)', 'across(O)', 'the(O)', 'United(B-Location)', 'States(I-Location)', '.(O)']",Its(O) service(O) is(O) being(O) introduced(O) in(O) selected(O) markets(O) across(O) the(O) United(B-Location) States(I-Location) .(O),"Input: Its service is being introduced in selected markets across the United States .
Output: Its(O) service(O) is(O) being(O) introduced(O) in(O) selected(O) markets(O) across(O) the(O) United(B-Location) States(I-Location) .(O)"
1380,"['""' 'I' 'do' ""n't"" 'want' 'to' 'go' 'into' 'more' 'details' 'than' 'that'
 'but' 'there' 'are' 'more' 'details' 'and' 'they' 'are' 'bitter' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" I do n't want to go into more details than that but there are more details and they are bitter .","['""(O)', 'I(O)', 'do(O)', ""n't(O)"", 'want(O)', 'to(O)', 'go(O)', 'into(O)', 'more(O)', 'details(O)', 'than(O)', 'that(O)', 'but(O)', 'there(O)', 'are(O)', 'more(O)', 'details(O)', 'and(O)', 'they(O)', 'are(O)', 'bitter(O)', '.(O)']","""(O) I(O) do(O) n't(O) want(O) to(O) go(O) into(O) more(O) details(O) than(O) that(O) but(O) there(O) are(O) more(O) details(O) and(O) they(O) are(O) bitter(O) .(O)","Input: "" I do n't want to go into more details than that but there are more details and they are bitter .
Output: ""(O) I(O) do(O) n't(O) want(O) to(O) go(O) into(O) more(O) details(O) than(O) that(O) but(O) there(O) are(O) more(O) details(O) and(O) they(O) are(O) bitter(O) .(O)"
13914,"['Speculation' 'that' 'Rubin' 'might' 'not' 'stay' 'in' 'his' 'post'
 'grew' 'after' 'he' 'sidestepped' 'questions' 'about' 'any' 'future'
 'Cabinet' 'post' 'during' 'television' 'interviews' 'at' 'the'
 'Democratic' 'convention' 'in' 'Chicago' 'this' 'week' '.']","['O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'B-Location', 'O', 'O', 'O']",Speculation that Rubin might not stay in his post grew after he sidestepped questions about any future Cabinet post during television interviews at the Democratic convention in Chicago this week .,"['Speculation(O)', 'that(O)', 'Rubin(B-Person)', 'might(O)', 'not(O)', 'stay(O)', 'in(O)', 'his(O)', 'post(O)', 'grew(O)', 'after(O)', 'he(O)', 'sidestepped(O)', 'questions(O)', 'about(O)', 'any(O)', 'future(O)', 'Cabinet(B-Organization)', 'post(O)', 'during(O)', 'television(O)', 'interviews(O)', 'at(O)', 'the(O)', 'Democratic(B-Miscellaneous)', 'convention(O)', 'in(O)', 'Chicago(B-Location)', 'this(O)', 'week(O)', '.(O)']",Speculation(O) that(O) Rubin(B-Person) might(O) not(O) stay(O) in(O) his(O) post(O) grew(O) after(O) he(O) sidestepped(O) questions(O) about(O) any(O) future(O) Cabinet(B-Organization) post(O) during(O) television(O) interviews(O) at(O) the(O) Democratic(B-Miscellaneous) convention(O) in(O) Chicago(B-Location) this(O) week(O) .(O),"Input: Speculation that Rubin might not stay in his post grew after he sidestepped questions about any future Cabinet post during television interviews at the Democratic convention in Chicago this week .
Output: Speculation(O) that(O) Rubin(B-Person) might(O) not(O) stay(O) in(O) his(O) post(O) grew(O) after(O) he(O) sidestepped(O) questions(O) about(O) any(O) future(O) Cabinet(B-Organization) post(O) during(O) television(O) interviews(O) at(O) the(O) Democratic(B-Miscellaneous) convention(O) in(O) Chicago(B-Location) this(O) week(O) .(O)"
5922,"['One' 'has' 'to' 'feel' 'a' 'bit' 'guilty' 'to' 'feel' 'the' 'need' 'for'
 'reconciling' 'yourself' 'to' 'a' 'historical' 'adversary' ',' '""' 'he'
 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","One has to feel a bit guilty to feel the need for reconciling yourself to a historical adversary , "" he said .","['One(O)', 'has(O)', 'to(O)', 'feel(O)', 'a(O)', 'bit(O)', 'guilty(O)', 'to(O)', 'feel(O)', 'the(O)', 'need(O)', 'for(O)', 'reconciling(O)', 'yourself(O)', 'to(O)', 'a(O)', 'historical(O)', 'adversary(O)', ',(O)', '""(O)', 'he(O)', 'said(O)', '.(O)']","One(O) has(O) to(O) feel(O) a(O) bit(O) guilty(O) to(O) feel(O) the(O) need(O) for(O) reconciling(O) yourself(O) to(O) a(O) historical(O) adversary(O) ,(O) ""(O) he(O) said(O) .(O)","Input: One has to feel a bit guilty to feel the need for reconciling yourself to a historical adversary , "" he said .
Output: One(O) has(O) to(O) feel(O) a(O) bit(O) guilty(O) to(O) feel(O) the(O) need(O) for(O) reconciling(O) yourself(O) to(O) a(O) historical(O) adversary(O) ,(O) ""(O) he(O) said(O) .(O)"
12168,"['roughly' '3' 'percent' '.' '""']","['O', 'O', 'O', 'O', 'O']","roughly 3 percent . ""","['roughly(O)', '3(O)', 'percent(O)', '.(O)', '""(O)']","roughly(O) 3(O) percent(O) .(O) ""(O)","Input: roughly 3 percent . ""
Output: roughly(O) 3(O) percent(O) .(O) ""(O)"
7583,['--'],['O'],--,['--(O)'],--(O),"Input: --
Output: --(O)"
5814,['South' 'Queensland' '21' '4' '0' '17' '210' '460' '8'],"['B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",South Queensland 21 4 0 17 210 460 8,"['South(B-Organization)', 'Queensland(I-Organization)', '21(O)', '4(O)', '0(O)', '17(O)', '210(O)', '460(O)', '8(O)']",South(B-Organization) Queensland(I-Organization) 21(O) 4(O) 0(O) 17(O) 210(O) 460(O) 8(O),"Input: South Queensland 21 4 0 17 210 460 8
Output: South(B-Organization) Queensland(I-Organization) 21(O) 4(O) 0(O) 17(O) 210(O) 460(O) 8(O)"
12427,"['Standings' 'after' 'games' 'played' 'on' 'Wednesday' '(' 'tabulate'
 'under' '-']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Standings after games played on Wednesday ( tabulate under -,"['Standings(O)', 'after(O)', 'games(O)', 'played(O)', 'on(O)', 'Wednesday(O)', '((O)', 'tabulate(O)', 'under(O)', '-(O)']",Standings(O) after(O) games(O) played(O) on(O) Wednesday(O) ((O) tabulate(O) under(O) -(O),"Input: Standings after games played on Wednesday ( tabulate under -
Output: Standings(O) after(O) games(O) played(O) on(O) Wednesday(O) ((O) tabulate(O) under(O) -(O)"
13653,"['Demel' 'said' 'the' 'carmaker' 'had' 'hedged' 'about' 'half' 'of' 'its'
 'currency' 'risk' 'for' '1996' '.']","['B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Demel said the carmaker had hedged about half of its currency risk for 1996 .,"['Demel(B-Person)', 'said(O)', 'the(O)', 'carmaker(O)', 'had(O)', 'hedged(O)', 'about(O)', 'half(O)', 'of(O)', 'its(O)', 'currency(O)', 'risk(O)', 'for(O)', '1996(O)', '.(O)']",Demel(B-Person) said(O) the(O) carmaker(O) had(O) hedged(O) about(O) half(O) of(O) its(O) currency(O) risk(O) for(O) 1996(O) .(O),"Input: Demel said the carmaker had hedged about half of its currency risk for 1996 .
Output: Demel(B-Person) said(O) the(O) carmaker(O) had(O) hedged(O) about(O) half(O) of(O) its(O) currency(O) risk(O) for(O) 1996(O) .(O)"
8099,"['Its' 'own' 'quarries' 'came' 'under' 'attack' 'after' 'it' 'emerged'
 'that' 'it' 'may' 'be' 'a' 'supplier' 'for' 'the' 'Newbury' 'bypass' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O']",Its own quarries came under attack after it emerged that it may be a supplier for the Newbury bypass .,"['Its(O)', 'own(O)', 'quarries(O)', 'came(O)', 'under(O)', 'attack(O)', 'after(O)', 'it(O)', 'emerged(O)', 'that(O)', 'it(O)', 'may(O)', 'be(O)', 'a(O)', 'supplier(O)', 'for(O)', 'the(O)', 'Newbury(B-Location)', 'bypass(O)', '.(O)']",Its(O) own(O) quarries(O) came(O) under(O) attack(O) after(O) it(O) emerged(O) that(O) it(O) may(O) be(O) a(O) supplier(O) for(O) the(O) Newbury(B-Location) bypass(O) .(O),"Input: Its own quarries came under attack after it emerged that it may be a supplier for the Newbury bypass .
Output: Its(O) own(O) quarries(O) came(O) under(O) attack(O) after(O) it(O) emerged(O) that(O) it(O) may(O) be(O) a(O) supplier(O) for(O) the(O) Newbury(B-Location) bypass(O) .(O)"
