id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
4191,['Zimbabwe' 'fires' 'striking' 'civil' 'servants' '.'],"['B-Location', 'O', 'O', 'O', 'O', 'O']",Zimbabwe fires striking civil servants .,"['Zimbabwe(B-Location)', 'fires(O)', 'striking(O)', 'civil(O)', 'servants(O)', '.(O)']",Zimbabwe(B-Location) fires(O) striking(O) civil(O) servants(O) .(O),"Input: Zimbabwe fires striking civil servants .
Output: Zimbabwe(B-Location) fires(O) striking(O) civil(O) servants(O) .(O)"
10188,['Portsmouth' '3' '1' '0' '2' '3' '5' '3'],"['B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Portsmouth 3 1 0 2 3 5 3,"['Portsmouth(B-Organization)', '3(O)', '1(O)', '0(O)', '2(O)', '3(O)', '5(O)', '3(O)']",Portsmouth(B-Organization) 3(O) 1(O) 0(O) 2(O) 3(O) 5(O) 3(O),"Input: Portsmouth 3 1 0 2 3 5 3
Output: Portsmouth(B-Organization) 3(O) 1(O) 0(O) 2(O) 3(O) 5(O) 3(O)"
9370,"['At' 'least' 'three' 'people' 'were' 'injured' 'when' 'an' 'Amtrak'
 'passenger' 'train' 'slammed' 'into' 'an' 'empty' 'logging' 'truck' 'and'
 'derailed' 'Tuesday' ',' 'officials' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","At least three people were injured when an Amtrak passenger train slammed into an empty logging truck and derailed Tuesday , officials said .","['At(O)', 'least(O)', 'three(O)', 'people(O)', 'were(O)', 'injured(O)', 'when(O)', 'an(O)', 'Amtrak(B-Organization)', 'passenger(O)', 'train(O)', 'slammed(O)', 'into(O)', 'an(O)', 'empty(O)', 'logging(O)', 'truck(O)', 'and(O)', 'derailed(O)', 'Tuesday(O)', ',(O)', 'officials(O)', 'said(O)', '.(O)']","At(O) least(O) three(O) people(O) were(O) injured(O) when(O) an(O) Amtrak(B-Organization) passenger(O) train(O) slammed(O) into(O) an(O) empty(O) logging(O) truck(O) and(O) derailed(O) Tuesday(O) ,(O) officials(O) said(O) .(O)","Input: At least three people were injured when an Amtrak passenger train slammed into an empty logging truck and derailed Tuesday , officials said .
Output: At(O) least(O) three(O) people(O) were(O) injured(O) when(O) an(O) Amtrak(B-Organization) passenger(O) train(O) slammed(O) into(O) an(O) empty(O) logging(O) truck(O) and(O) derailed(O) Tuesday(O) ,(O) officials(O) said(O) .(O)"
5786,"['The' 'right-handed' 'batsman' 'will' 'have' 'to' 'forfeit' 'half' 'the'
 'money' 'he' 'was' 'due' 'to' 'earn' 'from' 'the' 'tour' ',' 'the' 'news'
 'agency' 'said' 'after' 'a' 'disciplinary' 'committee' 'set' 'up' 'by'
 'the' 'Board' 'of' 'Control' 'for' 'Cricket' 'in' 'India' 'met' 'at'
 'Mohali' ',' 'near' 'the' 'northern' 'city' 'of' 'Chandigarh' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O']","The right-handed batsman will have to forfeit half the money he was due to earn from the tour , the news agency said after a disciplinary committee set up by the Board of Control for Cricket in India met at Mohali , near the northern city of Chandigarh .","['The(O)', 'right-handed(O)', 'batsman(O)', 'will(O)', 'have(O)', 'to(O)', 'forfeit(O)', 'half(O)', 'the(O)', 'money(O)', 'he(O)', 'was(O)', 'due(O)', 'to(O)', 'earn(O)', 'from(O)', 'the(O)', 'tour(O)', ',(O)', 'the(O)', 'news(O)', 'agency(O)', 'said(O)', 'after(O)', 'a(O)', 'disciplinary(O)', 'committee(O)', 'set(O)', 'up(O)', 'by(O)', 'the(O)', 'Board(B-Organization)', 'of(I-Organization)', 'Control(I-Organization)', 'for(I-Organization)', 'Cricket(I-Organization)', 'in(I-Organization)', 'India(I-Organization)', 'met(O)', 'at(O)', 'Mohali(B-Location)', ',(O)', 'near(O)', 'the(O)', 'northern(O)', 'city(O)', 'of(O)', 'Chandigarh(B-Location)', '.(O)']","The(O) right-handed(O) batsman(O) will(O) have(O) to(O) forfeit(O) half(O) the(O) money(O) he(O) was(O) due(O) to(O) earn(O) from(O) the(O) tour(O) ,(O) the(O) news(O) agency(O) said(O) after(O) a(O) disciplinary(O) committee(O) set(O) up(O) by(O) the(O) Board(B-Organization) of(I-Organization) Control(I-Organization) for(I-Organization) Cricket(I-Organization) in(I-Organization) India(I-Organization) met(O) at(O) Mohali(B-Location) ,(O) near(O) the(O) northern(O) city(O) of(O) Chandigarh(B-Location) .(O)","Input: The right-handed batsman will have to forfeit half the money he was due to earn from the tour , the news agency said after a disciplinary committee set up by the Board of Control for Cricket in India met at Mohali , near the northern city of Chandigarh .
Output: The(O) right-handed(O) batsman(O) will(O) have(O) to(O) forfeit(O) half(O) the(O) money(O) he(O) was(O) due(O) to(O) earn(O) from(O) the(O) tour(O) ,(O) the(O) news(O) agency(O) said(O) after(O) a(O) disciplinary(O) committee(O) set(O) up(O) by(O) the(O) Board(B-Organization) of(I-Organization) Control(I-Organization) for(I-Organization) Cricket(I-Organization) in(I-Organization) India(I-Organization) met(O) at(O) Mohali(B-Location) ,(O) near(O) the(O) northern(O) city(O) of(O) Chandigarh(B-Location) .(O)"
9287,['Revenue'],['O'],Revenue,['Revenue(O)'],Revenue(O),"Input: Revenue
Output: Revenue(O)"
2723,['No' 'replacements' 'had' 'been' 'named' '.'],"['O', 'O', 'O', 'O', 'O', 'O']",No replacements had been named .,"['No(O)', 'replacements(O)', 'had(O)', 'been(O)', 'named(O)', '.(O)']",No(O) replacements(O) had(O) been(O) named(O) .(O),"Input: No replacements had been named .
Output: No(O) replacements(O) had(O) been(O) named(O) .(O)"
1439,"['On' 'August' '15' ',' 'Kevorkian' 'helped' 'Judith' 'Curren' ',' 'a'
 '42-year-old' 'Massachusetts' 'nurse' ',' 'who' 'suffered' 'from'
 'chronic' 'fatigue' 'syndrome' ',' 'a' 'non-terminal' 'illness' ',' 'to'
 'end' 'her' 'life' '.']","['O', 'O', 'O', 'O', 'B-Person', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","On August 15 , Kevorkian helped Judith Curren , a 42-year-old Massachusetts nurse , who suffered from chronic fatigue syndrome , a non-terminal illness , to end her life .","['On(O)', 'August(O)', '15(O)', ',(O)', 'Kevorkian(B-Person)', 'helped(O)', 'Judith(B-Person)', 'Curren(I-Person)', ',(O)', 'a(O)', '42-year-old(O)', 'Massachusetts(B-Location)', 'nurse(O)', ',(O)', 'who(O)', 'suffered(O)', 'from(O)', 'chronic(O)', 'fatigue(O)', 'syndrome(O)', ',(O)', 'a(O)', 'non-terminal(O)', 'illness(O)', ',(O)', 'to(O)', 'end(O)', 'her(O)', 'life(O)', '.(O)']","On(O) August(O) 15(O) ,(O) Kevorkian(B-Person) helped(O) Judith(B-Person) Curren(I-Person) ,(O) a(O) 42-year-old(O) Massachusetts(B-Location) nurse(O) ,(O) who(O) suffered(O) from(O) chronic(O) fatigue(O) syndrome(O) ,(O) a(O) non-terminal(O) illness(O) ,(O) to(O) end(O) her(O) life(O) .(O)","Input: On August 15 , Kevorkian helped Judith Curren , a 42-year-old Massachusetts nurse , who suffered from chronic fatigue syndrome , a non-terminal illness , to end her life .
Output: On(O) August(O) 15(O) ,(O) Kevorkian(B-Person) helped(O) Judith(B-Person) Curren(I-Person) ,(O) a(O) 42-year-old(O) Massachusetts(B-Location) nurse(O) ,(O) who(O) suffered(O) from(O) chronic(O) fatigue(O) syndrome(O) ,(O) a(O) non-terminal(O) illness(O) ,(O) to(O) end(O) her(O) life(O) .(O)"
11627,['VW' 'sees' 'group' 'net' 'profit' 'doubling' 'in' 'Q3' '.'],"['B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",VW sees group net profit doubling in Q3 .,"['VW(B-Organization)', 'sees(O)', 'group(O)', 'net(O)', 'profit(O)', 'doubling(O)', 'in(O)', 'Q3(O)', '.(O)']",VW(B-Organization) sees(O) group(O) net(O) profit(O) doubling(O) in(O) Q3(O) .(O),"Input: VW sees group net profit doubling in Q3 .
Output: VW(B-Organization) sees(O) group(O) net(O) profit(O) doubling(O) in(O) Q3(O) .(O)"
9715,"['Mr.' 'President' 'you' 'deserve' 'our' 'thanks' '.' '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Mr. President you deserve our thanks . ""","['Mr.(O)', 'President(O)', 'you(O)', 'deserve(O)', 'our(O)', 'thanks(O)', '.(O)', '""(O)']","Mr.(O) President(O) you(O) deserve(O) our(O) thanks(O) .(O) ""(O)","Input: Mr. President you deserve our thanks . ""
Output: Mr.(O) President(O) you(O) deserve(O) our(O) thanks(O) .(O) ""(O)"
10540,"['The' 'equaliser' 'came' 'in' 'the' '73rd' 'minute' 'when' 'Swedish'
 'international' 'Henke' 'Larsson' 'scored' 'from' 'close' 'range' 'and'
 '10' 'minutes' 'later' 'Jean-Paul' 'van' 'Gastel' 'gave' 'Feyenoord' 'a'
 '2-1' 'victory' 'from' 'the' 'penalty' 'spot' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'I-Person', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",The equaliser came in the 73rd minute when Swedish international Henke Larsson scored from close range and 10 minutes later Jean-Paul van Gastel gave Feyenoord a 2-1 victory from the penalty spot .,"['The(O)', 'equaliser(O)', 'came(O)', 'in(O)', 'the(O)', '73rd(O)', 'minute(O)', 'when(O)', 'Swedish(B-Miscellaneous)', 'international(O)', 'Henke(B-Person)', 'Larsson(I-Person)', 'scored(O)', 'from(O)', 'close(O)', 'range(O)', 'and(O)', '10(O)', 'minutes(O)', 'later(O)', 'Jean-Paul(B-Person)', 'van(I-Person)', 'Gastel(I-Person)', 'gave(O)', 'Feyenoord(B-Organization)', 'a(O)', '2-1(O)', 'victory(O)', 'from(O)', 'the(O)', 'penalty(O)', 'spot(O)', '.(O)']",The(O) equaliser(O) came(O) in(O) the(O) 73rd(O) minute(O) when(O) Swedish(B-Miscellaneous) international(O) Henke(B-Person) Larsson(I-Person) scored(O) from(O) close(O) range(O) and(O) 10(O) minutes(O) later(O) Jean-Paul(B-Person) van(I-Person) Gastel(I-Person) gave(O) Feyenoord(B-Organization) a(O) 2-1(O) victory(O) from(O) the(O) penalty(O) spot(O) .(O),"Input: The equaliser came in the 73rd minute when Swedish international Henke Larsson scored from close range and 10 minutes later Jean-Paul van Gastel gave Feyenoord a 2-1 victory from the penalty spot .
Output: The(O) equaliser(O) came(O) in(O) the(O) 73rd(O) minute(O) when(O) Swedish(B-Miscellaneous) international(O) Henke(B-Person) Larsson(I-Person) scored(O) from(O) close(O) range(O) and(O) 10(O) minutes(O) later(O) Jean-Paul(B-Person) van(I-Person) Gastel(I-Person) gave(O) Feyenoord(B-Organization) a(O) 2-1(O) victory(O) from(O) the(O) penalty(O) spot(O) .(O)"
