id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
6819,['SOCCER' '-' 'BRAZILIAN' 'CHAMPIONSHIP' 'RESULTS' '/' 'STANDINGS' '.'],"['O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O']",SOCCER - BRAZILIAN CHAMPIONSHIP RESULTS / STANDINGS .,"['SOCCER(O)', '-(O)', 'BRAZILIAN(B-Miscellaneous)', 'CHAMPIONSHIP(O)', 'RESULTS(O)', '/(O)', 'STANDINGS(O)', '.(O)']",SOCCER(O) -(O) BRAZILIAN(B-Miscellaneous) CHAMPIONSHIP(O) RESULTS(O) /(O) STANDINGS(O) .(O),"Input: SOCCER - BRAZILIAN CHAMPIONSHIP RESULTS / STANDINGS .
Output: SOCCER(O) -(O) BRAZILIAN(B-Miscellaneous) CHAMPIONSHIP(O) RESULTS(O) /(O) STANDINGS(O) .(O)"
7108,['KANSAS' 'CITY' '59' '73' '.447' '19'],"['B-Organization', 'I-Organization', 'O', 'O', 'O', 'O']",KANSAS CITY 59 73 .447 19,"['KANSAS(B-Organization)', 'CITY(I-Organization)', '59(O)', '73(O)', '.447(O)', '19(O)']",KANSAS(B-Organization) CITY(I-Organization) 59(O) 73(O) .447(O) 19(O),"Input: KANSAS CITY 59 73 .447 19
Output: KANSAS(B-Organization) CITY(I-Organization) 59(O) 73(O) .447(O) 19(O)"
13707,"['Because' 'of' 'speculation' 'in' 'the' 'market' 'we' 'introduced'
 'certain' 'measures' ',' 'but' 'they' 'are' 'not' 'draconian' 'measures'
 ',' 'and' 'we' 'brought' 'it' 'down' 'to' 'earth' '.' '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Because of speculation in the market we introduced certain measures , but they are not draconian measures , and we brought it down to earth . ""","['Because(O)', 'of(O)', 'speculation(O)', 'in(O)', 'the(O)', 'market(O)', 'we(O)', 'introduced(O)', 'certain(O)', 'measures(O)', ',(O)', 'but(O)', 'they(O)', 'are(O)', 'not(O)', 'draconian(O)', 'measures(O)', ',(O)', 'and(O)', 'we(O)', 'brought(O)', 'it(O)', 'down(O)', 'to(O)', 'earth(O)', '.(O)', '""(O)']","Because(O) of(O) speculation(O) in(O) the(O) market(O) we(O) introduced(O) certain(O) measures(O) ,(O) but(O) they(O) are(O) not(O) draconian(O) measures(O) ,(O) and(O) we(O) brought(O) it(O) down(O) to(O) earth(O) .(O) ""(O)","Input: Because of speculation in the market we introduced certain measures , but they are not draconian measures , and we brought it down to earth . ""
Output: Because(O) of(O) speculation(O) in(O) the(O) market(O) we(O) introduced(O) certain(O) measures(O) ,(O) but(O) they(O) are(O) not(O) draconian(O) measures(O) ,(O) and(O) we(O) brought(O) it(O) down(O) to(O) earth(O) .(O) ""(O)"
6448,['Yorkshire' '529-8' 'declared'],"['B-Organization', 'O', 'O']",Yorkshire 529-8 declared,"['Yorkshire(B-Organization)', '529-8(O)', 'declared(O)']",Yorkshire(B-Organization) 529-8(O) declared(O),"Input: Yorkshire 529-8 declared
Output: Yorkshire(B-Organization) 529-8(O) declared(O)"
4123,"['""' 'The' 'worst' 'period' 'of' 'physical' 'manhandling' 'was' 'during'
 'that' 'time' 'when' 'we' 'were' 'beaten' 'with' 'Kalashnikovs' 'and'
 'at' 'one' 'point' 'I' 'had' 'a' 'Kalashnikov' 'held' 'to' 'the' 'back'
 'of' 'my' 'throat' '--' 'cocked' ',' '""' 'he' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" The worst period of physical manhandling was during that time when we were beaten with Kalashnikovs and at one point I had a Kalashnikov held to the back of my throat -- cocked , "" he said .","['""(O)', 'The(O)', 'worst(O)', 'period(O)', 'of(O)', 'physical(O)', 'manhandling(O)', 'was(O)', 'during(O)', 'that(O)', 'time(O)', 'when(O)', 'we(O)', 'were(O)', 'beaten(O)', 'with(O)', 'Kalashnikovs(B-Miscellaneous)', 'and(O)', 'at(O)', 'one(O)', 'point(O)', 'I(O)', 'had(O)', 'a(O)', 'Kalashnikov(B-Miscellaneous)', 'held(O)', 'to(O)', 'the(O)', 'back(O)', 'of(O)', 'my(O)', 'throat(O)', '--(O)', 'cocked(O)', ',(O)', '""(O)', 'he(O)', 'said(O)', '.(O)']","""(O) The(O) worst(O) period(O) of(O) physical(O) manhandling(O) was(O) during(O) that(O) time(O) when(O) we(O) were(O) beaten(O) with(O) Kalashnikovs(B-Miscellaneous) and(O) at(O) one(O) point(O) I(O) had(O) a(O) Kalashnikov(B-Miscellaneous) held(O) to(O) the(O) back(O) of(O) my(O) throat(O) --(O) cocked(O) ,(O) ""(O) he(O) said(O) .(O)","Input: "" The worst period of physical manhandling was during that time when we were beaten with Kalashnikovs and at one point I had a Kalashnikov held to the back of my throat -- cocked , "" he said .
Output: ""(O) The(O) worst(O) period(O) of(O) physical(O) manhandling(O) was(O) during(O) that(O) time(O) when(O) we(O) were(O) beaten(O) with(O) Kalashnikovs(B-Miscellaneous) and(O) at(O) one(O) point(O) I(O) had(O) a(O) Kalashnikov(B-Miscellaneous) held(O) to(O) the(O) back(O) of(O) my(O) throat(O) --(O) cocked(O) ,(O) ""(O) he(O) said(O) .(O)"
12220,"['145' 'Peter' 'Mitchell' '74' '71' ',' 'Philip' 'Walton' '(' 'Ireland'
 ')' '71' '74' ',' 'Retief']","['O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'B-Person']","145 Peter Mitchell 74 71 , Philip Walton ( Ireland ) 71 74 , Retief","['145(O)', 'Peter(B-Person)', 'Mitchell(I-Person)', '74(O)', '71(O)', ',(O)', 'Philip(B-Person)', 'Walton(I-Person)', '((O)', 'Ireland(B-Location)', ')(O)', '71(O)', '74(O)', ',(O)', 'Retief(B-Person)']","145(O) Peter(B-Person) Mitchell(I-Person) 74(O) 71(O) ,(O) Philip(B-Person) Walton(I-Person) ((O) Ireland(B-Location) )(O) 71(O) 74(O) ,(O) Retief(B-Person)","Input: 145 Peter Mitchell 74 71 , Philip Walton ( Ireland ) 71 74 , Retief
Output: 145(O) Peter(B-Person) Mitchell(I-Person) 74(O) 71(O) ,(O) Philip(B-Person) Walton(I-Person) ((O) Ireland(B-Location) )(O) 71(O) 74(O) ,(O) Retief(B-Person)"
3879,['PITTSBURGH' 'AT' 'COLORADO'],"['B-Organization', 'O', 'B-Location']",PITTSBURGH AT COLORADO,"['PITTSBURGH(B-Organization)', 'AT(O)', 'COLORADO(B-Location)']",PITTSBURGH(B-Organization) AT(O) COLORADO(B-Location),"Input: PITTSBURGH AT COLORADO
Output: PITTSBURGH(B-Organization) AT(O) COLORADO(B-Location)"
5578,['Lugano' '9' '1' '4' '4' '6' '15' '7'],"['B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lugano 9 1 4 4 6 15 7,"['Lugano(B-Organization)', '9(O)', '1(O)', '4(O)', '4(O)', '6(O)', '15(O)', '7(O)']",Lugano(B-Organization) 9(O) 1(O) 4(O) 4(O) 6(O) 15(O) 7(O),"Input: Lugano 9 1 4 4 6 15 7
Output: Lugano(B-Organization) 9(O) 1(O) 4(O) 4(O) 6(O) 15(O) 7(O)"
11078,"['Britain' 'hands' 'Hong' 'Kong' 'back' 'to' 'China' 'at' 'midnight' 'on'
 'June' '30' ',' '1997' ',' 'after' '150' 'years' 'of' 'colonial' 'rule'
 '.']","['B-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Britain hands Hong Kong back to China at midnight on June 30 , 1997 , after 150 years of colonial rule .","['Britain(B-Location)', 'hands(O)', 'Hong(B-Location)', 'Kong(I-Location)', 'back(O)', 'to(O)', 'China(B-Location)', 'at(O)', 'midnight(O)', 'on(O)', 'June(O)', '30(O)', ',(O)', '1997(O)', ',(O)', 'after(O)', '150(O)', 'years(O)', 'of(O)', 'colonial(O)', 'rule(O)', '.(O)']","Britain(B-Location) hands(O) Hong(B-Location) Kong(I-Location) back(O) to(O) China(B-Location) at(O) midnight(O) on(O) June(O) 30(O) ,(O) 1997(O) ,(O) after(O) 150(O) years(O) of(O) colonial(O) rule(O) .(O)","Input: Britain hands Hong Kong back to China at midnight on June 30 , 1997 , after 150 years of colonial rule .
Output: Britain(B-Location) hands(O) Hong(B-Location) Kong(I-Location) back(O) to(O) China(B-Location) at(O) midnight(O) on(O) June(O) 30(O) ,(O) 1997(O) ,(O) after(O) 150(O) years(O) of(O) colonial(O) rule(O) .(O)"
3195,['also' 'covers' 'snap' 'FAT8222'],"['O', 'O', 'O', 'O']",also covers snap FAT8222,"['also(O)', 'covers(O)', 'snap(O)', 'FAT8222(O)']",also(O) covers(O) snap(O) FAT8222(O),"Input: also covers snap FAT8222
Output: also(O) covers(O) snap(O) FAT8222(O)"
